index,c_ethnicity_code,c_group_code,c_subgroup_code,c_altname_code,c_name_chn,c_name,c_ethno_legal_cat,c_romanized,c_surname,c_notes,JiuTangShu,XinTangShu,JiuWudaiShi,XinWudaiShi,SongShi,LiaoShi,JinShi,YuanShi,MingShi,QingShiGao,c_sortorder
135,136,50,1.0,1.0,真臘,zhen la,,,,Ethnicity code 50;真臘國，在林邑西北，本扶南之屬國，「崑崙」之類（舊唐書）；，本扶南屬國（新唐書）,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,131.0
136,137,50,1.0,2.0,占臘,zhan la,,,,Ethnicity code 50,,,,,,,,,,,132.0
137,138,51,1.0,1.0,訶陵,he ling,,,,Ethnicity code 51,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,133.0
138,139,51,2.0,1.0,社婆,she po,,,,,,,,,,,,,,,134.0
139,140,51,2.0,2.0,闍婆,she po,,,,Ethnicity code 51,,,,,,,,,,,135.0
140,141,52,1.0,1.0,投和,tou he,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,136.0
141,142,53,1.0,1.0,瞻博,zhan bo,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,137.0
142,143,53,1.0,2.0,瞻婆,zhan po,,,,,,,,,,,,,,,138.0
143,144,54,1.0,1.0,室利佛逝,shi li fo shi,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,139.0
144,145,54,1.0,2.0,尸利佛誓,shi li fo shi,,,,,,,,,,,,,,,140.0
145,146,55,1.0,1.0,名蔑,ming mie,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,141.0
146,147,56,1.0,1.0,單單,dan dan,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,142.0
147,148,57,1.0,1.0,驃,biao,,,,古朱波也，自號突羅朱，闍婆國人曰徒里拙。凡屬國十八{A14B}{A14B}凡鎮城九{A14B}{A14B}凡部落二百九十八（新唐書）;朱波（古）,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,143.0
148,149,57,2.0,1.0,朱波,zhu bo,,,,,,,,,,,,,,,144.0
149,150,57,2.0,2.0,突羅朱,tu luo zhu,,,,,,,,,,,,,,,145.0
150,151,57,2.0,3.0,徒里拙,tu li zhuo,,,,,,,,,,,,,,,146.0
151,152,58,1.0,1.0,兩爨蠻,liang cuan man,,,,自曲州、靖州西南昆川、曲軛、晉寧、喻獻、安寧距龍和城，通謂之西爨白蠻；自彌鹿、升麻二川，南至步頭，謂之東爨烏蠻（新唐書）,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,147.0
152,153,59,1.0,1.0,南平獠,nan ping liao,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,148.0
153,154,60,1.0,1.0,西原蠻,xi yuan man,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,149.0
154,155,62,1.0,1.0,昆明部落,kun ming bu luo,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,150.0
155,156,62,1.0,2.0,昆明,kun ming,,,,,,,,,,,,,,,151.0
156,157,62,1.0,3.0,昆明蠻,kun ming man,,,,,,,,,,,,,,,152.0
157,158,62,1.0,4.0,昆彌,kun mi,,,,,,,,,,,,,,,153.0
158,159,63,1.0,1.0,占城,zhan cheng,,,,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,154.0
159,160,64,1.0,1.0,牂牁蠻,zang ke man,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,155.0
160,161,65,1.0,1.0,達靼,da da,,,,達靼，靺鞨之遺種，本在奚、契丹之東北，後為契丹所攻，而部族分散，或屬契丹，或屬渤海，別部散居陰山者，自號達靼．當唐末，以名見中國（新五代史）,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,156.0
161,162,190,5.0,1.0,拓跋,tuo ba,,Tabgatch,,,,,,,,,,,,,471.0
162,163,66,2.0,1.0,西夏,xi xia,,,,本魏拓跋氏後，其地則赫連國也（遼史）,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,157.0
163,164,66,2.0,2.0,夏國,xia guo,,,,,,,,,,,,,,,158.0
164,165,66,3.0,1.0,唐兀,tang wu,,Tangut,,"""C. Atwood note:Tangghud~Tang'ud (Mongolian and Uyghur readings, respectively of Tangut); Yuan dynasty ethno-legal category Semuren""",,,,,,,,,,,159.0
165,166,66,4.0,1.0,吾密,wu mi,,Umi,,"""C. Atwood note:Same as 烏密.  Umi(with or without final k/q/gh, or d/t). From context a lineage or group name within the Tanguts.""",,,,,,,,,,,160.0
166,167,66,4.0,2.0,烏密,wu mi,,Umi,,"""C. Atwood note:Same as 吾密.  Umi(with or without final k/q/gh, or d/t). From context a lineage or group name within the Tanguts.""",,,,,,,,,,,161.0
167,168,66,5.0,1.0,河西唐兀,he xi tang wu,,Qashi Tang'ud,,C. Atwood note:Qashi Tang'ud: two ethnonyms (Qashi from Hexi) and Tang'ud (Uyghur pronunciation of Tangghud),,,,,,,,,,,162.0
168,169,169,,,滿族,man zu,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,385.0
169,170,170,1.0,1.0,朝鮮,chao xian,,Choson,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,386.0
170,171,66,6.0,1.0,野蒲,ye pu,,Yepu,,C. Atwood note:From context a Tangut surname.,,,,,,,,,,,163.0
171,172,67,2.0,1.0,安南,an nan,,,,Ethnicity code 67,,,,,,,,,,,165.0
172,173,69,1.0,1.0,蒲甘,pu gan,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,166.0
173,174,70,1.0,1.0,邈黎,miao li,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,167.0
174,175,71,1.0,1.0,三佛齊,san fo qi,,,,蓋南蠻之別種（宋史）,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,168.0
175,176,73,1.0,1.0,南毗,nan pi,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,169.0
176,177,74,1.0,1.0,勃泥,bo ni,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,170.0
177,178,75,1.0,1.0,注輦,zhu nian,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,171.0
178,179,76,1.0,1.0,丹眉流,dan mei liu,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,172.0
179,180,77,1.0,1.0,層檀,ceng tan,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,173.0
180,181,78,1.0,1.0,沙州,sha zhou,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,174.0
181,182,79,1.0,1.0,流求國,liu qiu guo,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,175.0
182,183,80,1.0,1.0,定安國,ding an guo,,,,本馬韓之種，為契丹所攻破，其酋帥糾合餘衆，保于西鄙，建國改元，自稱定安國（宋史）,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,176.0
183,184,82,1.0,1.0,梅山峒蠻,mei shan dong man,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,178.0
184,185,83,1.0,1.0,誠州蠻,cheng zhou man,,,,唐溪峒州（宋史）,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,179.0
185,186,84,1.0,1.0,南丹州蠻,nan dan zhou man,,,,亦溪峒之別種也（宋史）,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,180.0
186,187,85,1.0,1.0,撫水州蠻,fu shui zhou man,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,181.0
187,188,86,1.0,1.0,廣源州蠻,guang yuan zhou man,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,182.0
188,189,88,1.0,1.0,環州蠻,huan zhou man,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,184.0
189,190,89,1.0,1.0,西南諸夷,xi nan zhu yi,,,,漢牂牁郡地（宋史）,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,185.0
190,191,90,2.0,1.0,山後兩林蠻,shan hou liang lin man,,,,屬黎州諸蠻,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,187.0
191,192,90,3.0,1.0,邛部川蠻,qiong bu chuan man,,,,屬黎州諸蠻,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,188.0
192,193,90,3.0,2.0,大路蠻,da lu man,,,,,,,,,,,,,,,189.0
193,194,90,3.0,3.0,勿鄧,wu deng,,,,,,,,,,,,,,,190.0
194,195,90,4.0,1.0,風琶蠻,feng pa man,,,,屬黎州諸蠻,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,191.0
195,196,90,5.0,1.0,保塞蠻,bao sai man,,,,屬黎州諸蠻,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,192.0
196,197,90,6.0,1.0,三王蠻,san wang man,,,,屬黎州諸蠻,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,193.0
197,198,90,7.0,1.0,西箐蠻,xi qing man,,,,屬黎州諸蠻；(有)彌羌部落（宋史）,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,194.0
198,199,90,8.0,1.0,淨浪蠻,jing lang man,,,,屬黎州諸蠻,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,195.0
199,200,90,9.0,1.0,白蠻,bai man,,,,屬黎州諸蠻,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,196.0
200,201,90,10.0,1.0,烏蒙蠻,wu meng man,,,,屬黎州諸蠻,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,197.0
201,202,90,11.0,1.0,阿宗蠻,a zong man,,,,屬黎州諸蠻,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,198.0
202,203,90,12.0,1.0,大雲南蠻,da yun nan man,,,,屬黎州諸蠻,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,199.0
203,204,90,13.0,1.0,小雲南蠻,xiao yun nan man,,,,屬黎州諸蠻; 南詔、大理國（宋史）,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,200.0
204,205,91,1.0,1.0,西南夷部(黔州涪州徼外),xi nan yi bu ( qian zhou fu zhou jiao wai ),,,,漢牂牁郡，唐南寧州、牂牁、昆明、東謝、南謝、西趙、充州諸蠻也（宋史）,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,201.0
205,206,92,1.0,1.0,施州蠻,shi zhou man,,,,蓋唐彭水蠻也（宋史）,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,202.0
206,207,93,1.0,1.0,高州蠻,gao zhou man,,,,故夜郎也（宋史）,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,203.0
207,208,94,1.0,1.0,瀘州蠻,lu zhou man,,,,含淯水夷（宋史）,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,204.0
208,209,95,1.0,1.0,耽羅,dan luo,,,,高麗與國也（元史）,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,205.0
209,210,96,1.0,1.0,緬國,mian guo,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,206.0
210,211,97,1.0,1.0,暹國,xian guo,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,207.0
211,212,98,1.0,1.0,爪哇,zhao wa,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,208.0
212,213,99,1.0,1.0,瑠求,liu qiu,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,209.0
213,214,100,1.0,1.0,三嶼,san yu,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,210.0
214,215,101,1.0,1.0,馬八兒,ma ba er,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,211.0
215,216,102,1.0,1.0,須門那,xu men na,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,212.0
216,217,103,1.0,1.0,叙州三路蠻,xu zhou san lu man,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,213.0
217,218,103,2.0,1.0,董蠻,dong man,,,,屬叙州三路蠻,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,214.0
218,219,103,3.0,1.0,石門部,shi men bu,,,,屬叙州三路蠻,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,215.0
219,220,103,4.0,1.0,南廣蠻,nan guang man,,,,屬叙州三路蠻,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,216.0
220,221,107,1.0,1.0,威州蠻,wei zhou man,,,,唐保、霸二州蠻（宋史）,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,217.0
221,222,108,1.0,1.0,茂州蠻,mao zhou man,,,,含蓋、塗、靜、當、直、時、飛、宕、恭等九州蠻也（宋史）,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,218.0
222,223,109,2.0,1.0,南平獠,nan ping liao,,,,,,,,,,,,,,,220.0
223,224,110,1.0,1.0,僧急里,seng ji li,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,221.0
224,225,111,1.0,1.0,南無力,nan wu li,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,222.0
225,226,112,1.0,1.0,馬蘭丹,ma lan dan,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,223.0
226,227,113,1.0,1.0,那旺,na wang,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,224.0
227,228,114,1.0,1.0,丁呵兒,ding he er,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,225.0
228,229,115,1.0,1.0,來來,lai lai,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,226.0
229,230,116,1.0,1.0,急蘭亦䚟,ji lan yi dai,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,227.0
230,231,117,1.0,1.0,蘇木都剌,su mu dou la,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,228.0
231,232,118,1.0,1.0,林邑,lin yi,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,229.0
232,233,119,1.0,1.0,婆利,po li,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,230.0
233,234,120,1.0,1.0,陀洹,tuo huan,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,231.0
234,235,121,1.0,1.0,墮和羅,duo he luo,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,232.0
235,236,122,1.0,1.0,墮婆登,duo po deng,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,233.0
236,237,123,1.0,1.0,東謝蠻,dong xie man,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,234.0
237,238,124,1.0,1.0,西趙蠻,xi zhao man,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,235.0
238,239,125,1.0,1.0,倭國,wo guo,,,,古倭奴國也（舊唐書）,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,236.0
239,240,126,1.0,1.0,鐵勒,tie le,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,237.0
240,241,127,1.0,1.0,靺鞨,mo he,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,238.0
241,242,128,1.0,1.0,烏羅渾國,wu luo hun guo,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,239.0
242,243,129,1.0,1.0,霫,xi,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,240.0
243,244,130,1.0,1.0,章求拔國,zhang qiu ba guo,,,,本西羌種（新唐書）,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,241.0
244,245,130,1.0,2.0,章揭拔,zhang jie ba,,,,,,,,,,,,,,,242.0
245,246,131,2.0,1.0,乞失里台,qi shi li tai,Mongol,Kishiliqdai,,"""C. Atwood note:Seems to be from the personal name Kishiliq with the masculine gentilic suffix dai which is often conventionally represented in Chinese by -tai. This should thus be the people descended from Kishiliq, the horse herder who warned Chinggis Khan and got the title of darqan. Category: Mongol""",,,,,,,,,,,244.0
246,247,131,2.0,2.0,乞失里臺,qi shi li tai,Mongol,Kishiliqdei,,"""C. Atwood note:Seems to be from the personal name Kishiliq with the masculine gentilic suffix dai which is often conventionally represented in Chinese by -tai. This should thus be the people descended from Kishiliq, the horse herder who warned Chinggis Khan and got the title of darqan. Category: Mongol""",,,,,,,,,,,245.0
247,248,131,3.0,1.0,亦乞列思,yi qi lie si,Mongol,Ikires,,"""C. Atwood note:Mongol, marriage allies (quda) of the imperial lineage""",,,,,,,,,,,246.0
248,249,131,3.0,2.0,亦乞烈,yi qi lie,Mongol,Ikires,,"""C. Atwood note:Ikires; omission of the -s is probably just a dropped character. Category: Mongol, marriage allies (quda) of the imperial lineage""",,,,,,,,,,,247.0
249,250,131,4.0,1.0,伯岳吾,bo yue wu,Mongol,Baya'ud,S,"""C. Atwood note:Baya'ud; the alternate forms have no significance. In this case the category is probably Mongol, and they are the marriage allies (quda) of the imperial family. But Baya'ud is, as Pelliot argued, simply """"rich merchant"""" in a Turco-Mongolian form and the surname is attested among the Qïpchaqs and Qanglï of Kazakhstan as well.""",,,,,,,,,,,248.0
250,251,131,4.0,2.0,伯牙吾,bo ya wu,Mongol,Baya'ud,S,"""C. Atwood note:Baya'ud; the alternate forms have no significance. In this case the category is probably Mongol, and they are the marriage allies (quda) of the imperial family. But Baya'ud is, as Pelliot argued, simply """"rich merchant"""" in a Turco-Mongolian form and the surname is attested among the Qïpchaqs and Qanglï of Kazakhstan as well.""",,,,,,,,,,,249.0
251,252,131,4.0,3.0,伯牙烏,bo ya wu,Mongol,Baya'ud,S,"""C. Atwood note:Baya'ud; the alternate forms have no significance. In this case the category is probably Mongol, and they are the marriage allies (quda) of the imperial family. But Baya'ud is, as Pelliot argued, simply """"rich merchant"""" in a Turco-Mongolian form and the surname is attested among the Qïpchaqs and Qanglï of Kazakhstan as well.""",,,,,,,,,,,250.0
252,253,131,4.0,4.0,伯要,bo yao,Mongol,Baya'ud,,"""C. Atwood note:Undoubtedly, the wu was just dropped from the Chinese""",,,,,,,,,,,251.0
253,254,131,4.0,5.0,伯要兀,bo yao wu,Mongol,Baya'ud,S,"""C. Atwood note:Baya'ud; the alternate forms have no significance. In this case the category is probably Mongol, and they are the marriage allies (quda) of the imperial family. But Baya'ud is, as Pelliot argued, simply """"rich merchant"""" in a Turco-Mongolian form and the surname is attested among the Qïpchaqs and Qanglï of Kazakhstan as well.""",,,,,,,,,,,252.0
254,255,131,5.0,1.0,傑烈宜,jie lie yi,Mongol,Kereyid,,C. Atwood note:Kereyid; same as 克烈夷. (Gereyid is a dialectal pronunciation.) Category: Mongol,,,,,,,,,,,253.0
255,256,131,5.0,2.0,克烈,ke lie,Mongol,Kereyid,,C. Atwood note:Kereyid; same as 克烈夷. (Gereyid is a dialectal pronunciation.) Category: Mongol,,,,,,,,,,,254.0
256,257,131,5.0,3.0,凱烈,kai lie,Mongol,Kereyid,,C. Atwood note:Kereyid,,,,,,,,,,,255.0
257,258,131,5.0,4.0,怯烈,qie lie,Mongol,Kereyid,,C. Atwood note:Kereyid,,,,,,,,,,,256.0
258,259,131,5.0,5.0,土別燕,tu bie yan,Mongol,Tübe'en,S,"""C. Atwood note:Tübe'en, surname among the Kereyid; ethno-legal category is Mongol""",,,,,,,,,,,257.0
259,260,131,5.0,6.0,禿伯怯烈,tu bo qie lie,Mongol,Tübe'ed Kereyid,S,"""C. Atwood note:Tübe'ed Kereyid, surname among the Kereyid; ethno-legal category is Mongol. Tübe'ed is plural of Tübe'en above.""",,,,,,,,,,,258.0
260,261,131,5.0,7.0,秃伯怯烈,tu bo qie lie,Mongol,Tübe'ed Kereyid,S,"""C. Atwood note:Tübe'ed Kereyid, surname among the Kereyid; ethno-legal category is Mongol. Tübe'ed is plural of Tübe'en above.""",,,,,,,,,,,259.0
261,262,131,6.0,1.0,兀良哈,wu liang he,Mongol,Uriyangqad,S,"""C. Atwood note:Uriyangqad (singular: Uriyangqan) was/is a surname among the Mongols. Distinguish from “Uriyangqai” is a general term used by steppe Mongols for all forest peoples to the northwest (roughly Tuva, Altay Republic, Minusinsk Basin, etc.), and carries slightly pejorative implications of being cultural exotic and politically weak. The 合/哈 character at the end (the two are interchangeable in Yuan-era transcriptions, although not in Ming/Qing ones), would actually normally be capped by a diacritical –ti (惕 or perhaps 剔), for the final –d, which is usually omitted in common transcription. """,,,,,,,,,,,260.0
262,263,131,6.0,2.0,兀良合,wu liang he,Mongol,Uriyangqad,S,"""C. Atwood note:Uriyangqad (singular: Uriyangqan) was/is a surname among the Mongols. Distinguish from “Uriyangqai” is a general term used by steppe Mongols for all forest peoples to the northwest (roughly Tuva, Altay Republic, Minusinsk Basin, etc.), and carries slightly pejorative implications of being cultural exotic and politically weak. The 合/哈 character at the end (the two are interchangeable in Yuan-era transcriptions, although not in Ming/Qing ones), would actually normally be capped by a diacritical –ti (惕 or perhaps 剔), for the final –d, which is usually omitted in common transcription. """,,,,,,,,,,,261.0
263,264,131,7.0,1.0,兀魯,wu lu,Mongol,Uru'ud,S,C. Atwood note:Uru'ud; surname among the Mongols; ethno-legal category: Mongol,,,,,,,,,,,262.0
264,265,131,7.0,2.0,兀羅帶,wu luo dai,Mongol,Uru'udai,S,"""C. Atwood note:Uru'ud; surname among the Mongols; form here is with suffix -dai, i.e. Uru'udai, the masculine gentilic suffix""",,,,,,,,,,,263.0
265,266,131,7.0,3.0,兀魯兀台,wu lu wu tai,Mongol,Uru'udai,S,"""C. Atwood note:Uru'ud; surname among the Mongols; form here is with suffix -dai, i.e. Uru'udai, the masculine gentilic suffix""",,,,,,,,,,,264.0
266,267,131,8.0,1.0,八剌忽,ba la hu,Mongol,Barghu,,C. Atwood note:Barghu; ethno-legal category Mongol,,,,,,,,,,,265.0
267,268,131,8.0,2.0,八剌忽䚟,ba la hu dai,Mongol,Barghudai,,"""C. Atwood note:Barghudai, i.e. Barghu with the masculine gentilic suffix -dai. ethno-legal category Mongol""",,,,,,,,,,,266.0
268,269,131,8.0,3.0,八魯剌䚟,ba lu la dai,Mongol,Barghudai,,"""C. Atwood note:Barghudai, i.e. Barghu with the masculine gentilic suffix -dai. ethno-legal category Mongol""",,,,,,,,,,,267.0
269,270,131,9.0,1.0,巴阿鄰,ba a lin,Mongol,Ba'arin,,C. Atwood note:Ba'arin (apostrophe signals a -gh- that is not pronounced); ethno-legal category Mongol,,,,,,,,,,,268.0
270,271,131,9.0,2.0,八鄰,ba lin,Mongol,Ba'arin,,C. Atwood note:Ba'arin (apostrophe signals a -gh- that is not pronounced); ethno-legal category Mongol,,,,,,,,,,,269.0
271,272,131,9.0,3.0,巴鄰,ba lin,Mongol,Ba'arin,,C. Atwood note:Ba'arin (apostrophe signals a -gh- that is not pronounced); ethno-legal category Mongol,,,,,,,,,,,270.0
272,273,131,10.0,1.0,別速,bie su,Mongol,Besüd,S,"""C. Atwood note:Besüd; surname, ethno-legal category Mongol""",,,,,,,,,,,271.0
273,274,131,10.0,2.0,別速特,bie su te,Mongol,Besüd,,"""C. Atwood note:Besüd; the suffix here 特 is quite unusual in Yuan transcriptions. One would rather expect 剔, 忒, or 惕""",,,,,,,,,,,272.0
274,275,131,10.0,3.0,別速台,bie su tai,Mongol,Besüdei,,"""C. Atwood note:Besüdei, Besüd with masculine gentilic suffix dai""",,,,,,,,,,,273.0
275,276,131,11.0,1.0,召烈台,zhao lie tai,Mongol,Je'üriyedei,S,C. Atwood note:Je'üriyed with Masculine gentilic suffix -dai (i.e. Je'üriyedei); surname; ethno-legal category Mongol,,,,,,,,,,,274.0
276,277,131,12.0,1.0,乞顏,qi yan,Mongol,Kiyan,S,"""C. Atwood note:Kiyan, plural is Kiyad. Surname of the Chinggisids in the pre-Chinggisid period. After Chinggis it also acquires a meaning as the surname of the descendants of Chinggis Khan's cousins and uncles. Ethno-legal category Mongol""",,,,,,,,,,,275.0
277,278,131,12.0,2.0,奇渥溫,qi wo wen,Mongol,Kiyan,S,C. Atwood note:Qing era transcription of the surname Kiyan (see above),,,,,,,,,,,276.0
278,279,131,13.0,1.0,孫都歹,sun dou dai,Mongol,Suldudai,,"""C. Atwood note:Suldus with masculine gentilic, i.e. Suldudai; ethno-legal category Mongol""",,,,,,,,,,,277.0
