index,c_inst_name_code,c_inst_code,c_inst_type_code,c_inst_begin_year,c_by_nianhao_code,c_by_nianhao_year,c_by_year_range,c_inst_begin_dy,c_inst_floruit_dy,c_inst_first_known_year,c_inst_end_year,c_ey_nianhao_code,c_ey_nianhao_year,c_ey_year_range,c_inst_end_dy,c_inst_last_known_year,c_source,c_pages,c_notes,c_secondary_source_author
483,211,409,2,,,,,,18.0,,,,,,,,9599.0,14380,元代釋顯示113425居隆壽教寺,
484,212,410,1,,,,,18.0,18.0,,,,,,,,9599.0,13010,"from L.Walton: 大明一統志 56.11a; Jiangnan tongzhi, 81.50b; YR I.39",
485,212,3293,1,1216.0,608.0,9.0,0.0,17.0,,,,,,,,,38278.0,334,,
486,212,3797,1,1198.0,604.0,4.0,0.0,17.0,,,,,,,,,38278.0,304,"多个出處:宋代書院與宋代學術之關係P304;江西古代書院研究P109,227.",
487,213,411,2,,,,,,18.0,,,,,,,,9599.0,14094,元代釋守忠113149居金陵龍翔寺,
488,214,412,2,,,,,,18.0,,,,,,,,9599.0,14214,元代釋崇琛113264居真定龍興寺,
489,214,413,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,251,Temple ID 139346 Location: 密雲縣北; Founding: 唐代; Other: 俗名鎚塔寺，康熙四十一年今年额,
490,214,414,2,700.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,251,Temple ID 139347 Location: 吳縣治西; Founding: 唐，则天武后（或广梁）; Other: 开元五年重兴,
491,214,415,2,350.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,251,Temple ID 139348 Location: 山陽縣治西北; Founding: 晋代; Other: 唐万岁通天中，泗州僧伽居此,
492,214,416,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,251,Temple ID 139349 Location: 州城內; Other: 兴寿院，周显德中改今名,
493,214,417,2,1202.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,251,Temple ID 139350 Location: 蒲縣北; Founding: 金泰和二年; Other: 明洪武中兴国、清凉二寺并入,
494,214,418,2,560.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,252,Temple ID 139351 Location: 府城北門外，南洋橋北; Founding: 北齐; Other: 又名弥陀寺。开皇初至长乐称道庄，唐天援二年大云，开元十八年今名,
495,214,419,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,252,Temple ID 139352 Location: 嵩縣北思遠山; Founding: 唐代; Other: 唐武后的乘凉阁,
496,214,420,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,252,Temple ID 139353 Location: 漢陰縣東龍崗,
497,214,421,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,252,Temple ID 139354 Location: 大荔縣西北，縣正西; Other: 有二寺，宋重修龙兴寺塔碑存,
498,214,422,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,252,Temple ID 139790 Location: 應山縣東,
499,214,423,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,252,Temple ID 139838 Location: 房縣西北; Founding: 唐代; Other: 元姓和尚初住地,
500,214,424,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,252,Temple ID 139912 Location: 零陵縣治西南; Founding: 唐代; Other: 西有净土院（太平寺）,
501,214,425,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,252,Temple ID 139913 Location: 沅陵縣西; Other: 明王守仁寓处，旁有虎溪精舍,
502,214,426,2,1106.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,252,Temple ID 140165 Location: 光澤縣城西; Founding: 宋崇宁四年,
503,214,427,2,1380.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,253,Temple ID 140237 Location: 合浦縣東北; Founding: 明洪武中,
504,215,428,1,,,,,18.0,18.0,,,,,,,,,,"from L.Walton: Liu Guan, 18.15b-16a",
505,215,3818,1,1246.0,554.0,6.0,2.0,15.0,,,,,,,,,38279.0,"112, 114;225","多个出處:江西古代書院研究P112,114,225;元代書院之地理分佈P364.",
506,216,429,1,1314.0,,,,18.0,18.0,,,,,,,,,,"from L.Walton: Cheng Zhufu, Xuelou ji, [SKQS ed.], 22.1a-2b; Yuan Jue, Qingrong jushi ji [SBBY ed.],18.3a-b; SYXA: supp.90.130b3",
507,217,430,1,,,,,18.0,18.0,,,,,,,,,,"from L.Walton: Liu Ji, Chengyibo wenji [e-SKQS], 9.26b-29b",
508,218,431,1,1315.0,,,,18.0,18.0,,,,,,,,9599.0,1768,"from L.Walton: 程鉅夫, 程雪楼集 [e-SKQS ed], 1.3a-b; 13.25b-28a; Xu Youren, Guitang xiaogao [e-SKQS], 6.10b-13a; Zhang Yanghao, Yuan Zhang wenzhong gong Guitian leigao [1790 ed.], 4.14b-16a.",
509,218,432,1,1340.0,,,,18.0,18.0,,,,,,,,9599.0,8220,"from L.Walton: Zhizheng, 8.12b; Zhu Derun, Cunfu zhai wenji [SBCK: xubian ed], 2.4b-5b",
510,218,3548,1,1300.0,625.0,4.0,2.0,18.0,,,,,,,,,,,,
511,219,433,2,947.0,,,,,18.0,,,,,,,,9599.0,14012,元代釋子溫53031居杭州西湖瑪瑙寺; Temple ID 139456 Location: 錢塘縣葛嶺; Founding: 石晋开运三年钱氏（玛瑙院）; Other: 宋治平二年改宝胜寺,
512,219,434,2,1100.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,239,Temple ID 140082 Location: 梓潼縣南; Founding: 宋代,
513,220,435,1,,,,,18.0,18.0,,,,,,,,9599.0,13265,"from L.Walton: Zhixun Zhenjiang zhi,11.34a-35b",
514,221,436,1,1298.0,,,,18.0,18.0,,,,,,,,9599.0,4440,"from L.Walton: Yanyou, 14.22a-23a (22a-23a Yuan Jue inscription); Yuan Jue, 18.2a-b [SBBY ed.]; 18.318-19 [Zhonghua ed.] latter two identical, but YY one is longer and differs.",
515,222,437,1,,,,,18.0,18.0,,,,,,,,,,"from L.Walton: Wang Feng, Wuxi ji [e-SKQS], 2.18a-19a",
516,223,438,1,,,,,18.0,18.0,,,,,,,,9599.0,5049,"from L.Walton: Dai Biaoyuan , 1.4b-6a; TMTC 44.8b",
517,224,439,1,1241.0,,,,15.0,,,,,,,,,,,"from L.Walton: Wei Su, 4.11b-12b [also in Tianxia, 8.94-95a (pp.760-761); 大明一統志 58.7a; Jiangxi tongzhi, 82.55",
518,225,440,1,,,,,18.0,18.0,,,,,,,,9599.0,524,from L.Walton: YR I.93,
519,225,3405,1,1268.0,558.0,4.0,2.0,15.0,,,,,,,,,38278.0,302,多个出處:宋代書院與宋代學術之關係P302;江西古代書院研究P217.,
520,226,441,1,1307.0,,,-1.0,18.0,18.0,,,,,,,,,,"from L.Walton: Liu Jiangsun, Yangwu zhaiji [SKQS:zb ed.), 15.20a-21b",
521,227,442,1,1359.0,,,,18.0,18.0,,,,,,,,9599.0,8473,"from L.Walton: Gong Shitai, Wanzhai ji 玩齋集 [Taipei 1972 rpt of WYG SKQS ed.), 7.9a-12b; Fuzhou fuzhi, 11.23a",
522,228,443,2,,,,,,18.0,,,,,,,,9599.0,14045,元代釋水盛113100居西湖之妙果寺,
523,229,444,2,,,,,,18.0,,,,,,,,9599.0,14385,元代釋舍藍藍113430居居大都妙善 寺,
524,230,445,1,,,,,18.0,18.0,,,,,,,,9599.0,2849,"from L.Walton: Miaoxue dianli, 5,p.106-107; Jinling xinzhi, 9.29b-30a",
525,230,3353,1,1241.0,554.0,1.0,0.0,15.0,,,,,,,,,38277.0,10;34,"多个出處:中國古代書院發展史P10,34;宋代書院與宋代學術之關係P331;元代書院之地理分佈P388;中國古代的書院制度P28.",
526,230,3491,1,1300.0,625.0,4.0,2.0,18.0,,,,,,,,,38280.0,400,,
527,230,3550,1,1300.0,625.0,4.0,2.0,18.0,,,,,,,,,,,,
528,231,446,1,1311.0,,,2.0,18.0,18.0,,,,,,,,9599.0,5168,"from L.Walton: Wu Cheng [e-SKQS ed.], 37.5b-8b; 大明一統志 16.18a; Hu Bingwen, Yunfengji [SKQS e-ed.], 6.1a-3a [Dedicatory Ode on the Hall of Great Completion]; 5a-14b [22 Greetings for the Opening Lectures at Mingjing Academy]; 1.1a-3a; Anhui  fuzhi, 7 [1827 ed.]",
529,231,2923,1,1119.0,538.0,1.0,2.0,15.0,,,,,,,,,38278.0,334,,
530,231,3196,1,1181.0,621.0,8.0,2.0,59.0,,,,,,,,,38278.0,323,,
531,232,447,1,1284.0,,,,18.0,18.0,,,,,,,,9599.0,13261,"from L.Walton: Wu Shidao, Wu libu wenji [Xu Jinhua congshu ed.], 12.6a-7a; Wang  Wei, Wang zhongwen gongji [SKQS e-ed.], 12.6a-7a",
532,233,448,1,1312.0,,,,18.0,18.0,,,,,,,,9599.0,5886,"from L.Walton: Huang Jin, Jinhua Huang xiansheng wenji [SBCK ed.], 8.12a-13a (land inscription); 大明一統志 43.7b",
533,234,449,2,,,,,,18.0,,,,,,,,9599.0,14087,元代釋如异113142居餘姚靈源山明真寺,
534,235,450,2,,,,,,18.0,,,,,,,,9599.0,14355,元代釋曇塤113400居嘉定南禪寺,
535,235,451,2,840.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,183,Temple ID 138339 Location: 郡學東; Founding: 唐开成中; Other: 千佛堂圣藏,
536,236,452,1,1350.0,,,2.0,18.0,18.0,,,,,,,,,,"from L.Walton: 大明一統志 53.6b; Tianxia, 485",
537,237,453,1,1350.0,,,2.0,18.0,18.0,,,,,,,,9599.0,9653,,
538,237,454,1,1304.0,,,,18.0,18.0,,,,,,,,,,"from L.Walton: Cheng Jufu, Xuelou ji [e-SKQS], 12.10a-11b; 大明一統志 66.3b",
539,237,3121,1,1146.0,585.0,16.0,2.0,78.0,,,,,,,,,38278.0,313,,
540,237,3163,1,1175.0,544.0,2.0,2.0,15.0,,,,,,,,,,,,
541,237,3357,1,1242.0,554.0,2.0,0.0,15.0,,,,,,,,,38277.0,13;35,"多个出處:中國古代書院發展史P13,35;宋代書院與宋代學術之關係P332;元代書院之地理分佈P401;中國古代的書院制度P51;中國書院制度考略P21.",
542,237,3492,1,1300.0,625.0,4.0,2.0,18.0,,,,,,,,,38280.0,402,,
543,238,455,1,,,,,18.0,18.0,,,,,,,,9599.0,6017,"from L.Walton: 大明一統志 50.7b [says Cheng Jufu wrote an inscription?]; Sun, Jiangxi #56 (Jianggxi tongzhi 82.28a)",
544,238,456,1,1344.0,,,2.0,18.0,18.0,,,,,,,,,,"from L.Walton: 大明一統志 77.6b; SYXA:supp 81.54a-b; Nanxi shuyuan zhi (1870 ed.); inscription by Lin Xingzu 林興祖, 4.6b-10a",
545,238,2924,1,1119.0,538.0,1.0,2.0,15.0,,,,,,,,,38278.0,323,,
546,238,2925,1,1119.0,538.0,1.0,2.0,15.0,,,,,,,,,38278.0,308,,
547,238,3290,1,1216.0,608.0,9.0,2.0,17.0,,,,,,,,,38277.0,12;33;35,"多个出處:中國古代書院發展史P12,33,35;江西古代書院研究P111,226;元代書院之地理分佈P365;中國古代的書院制度P51;中國書院制度考略P21.",
548,238,3354,1,1241.0,554.0,1.0,0.0,15.0,,,,,,,,,38277.0,13;35,"多个出處:中國古代書院發展史P13,35;中國古代的書院制度P29.",
549,238,3495,1,1300.0,625.0,4.0,2.0,18.0,,,,,,,,,38280.0,394,,
550,239,457,1,,,,,18.0,18.0,,,,,,,,9599.0,3708,"from L.Walton: Zhizheng Jinling xinzhi [1344], 9.12b-13a; 30a",
551,239,458,1,1235.0,,,2.0,15.0,,,,,,,,,,,"from L.Walton: Sun, p.27 [Jiangxi #45]; Jiangxi tongzhi, 81.23a; 大明一統志 57.19b; Yu Ji, [SBBY ed.], 36.2a-3a; Tianxia, p.562-566",
552,239,3095,1,1203.0,547.0,3.0,2.0,15.0,,,,,,,,,,,,
553,239,3197,1,1181.0,621.0,8.0,2.0,59.0,,,,,,,,,38278.0,324,多个出處:宋代書院與宋代學術之關係P324;元代書院之地理分佈P386.,
554,239,3219,1,1181.0,621.0,8.0,2.0,59.0,,,,,,,,,38277.0,10;34,"多个出處:中國古代書院發展史P10,34;宋代書院與宋代學術之關係P331;元代書院之地理分佈P388;中國古代的書院制度P29,52;中國書院制度考略.",
555,240,459,1,,,,,18.0,18.0,,,,,,,,9599.0,969,,
556,240,460,1,1301.0,,,,18.0,18.0,,,,,,,,,,"from L.Walton: Cheng Jufu, Xuelou ji [e-SKQS], 11.28b-30b; inscription 銘on library [23.4a-b]; 碑 on academy [7.1a-4a]",
557,240,3330,1,1238.0,553.0,2.0,2.0,15.0,,,,,,,,,38278.0,330,多个出處:宋代書院與宋代學術之關係P330;元代書院之地理分佈P395.,
558,240,3339,1,1246.0,554.0,6.0,2.0,15.0,,,,,,,,,38278.0,333,,
559,240,3553,1,1300.0,625.0,4.0,2.0,18.0,,,,,,,,,,,,
560,241,461,1,,,,,18.0,18.0,,,,,,,,9599.0,6651,,
561,242,462,2,,,,,,18.0,,,,,,,,9599.0,14073,元代釋永珍113128居常熟能仁寺,
562,242,463,2,,,,,,18.0,,,,,,,,9599.0,14296,元代釋圓至35367居建昌能仁寺,
563,242,464,2,,,,,,18.0,,,,,,,,9599.0,14050,元代釋古潭113105居居能仁寺,
564,242,465,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,187,Temple ID 139185 Location: 安東縣治西,
565,242,466,2,400.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,187,Temple ID 139520 Location: 府南; Founding: 晋许询舍宅（祗园寺）; Other: 吴越时重建，宋代改名，府西北有小能仁寺,
566,242,467,2,999.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,187,Temple ID 139563 Location: 樂清縣雁蕩山; Founding: 诸袪那开山，宋咸平二年明去，宋太平兴国中; Other: 宋祖僧全了于此扎庵,
567,242,468,2,530.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,187,Temple ID 139620 Location: 府治東; Founding: 梁代; Other: 旧名承天院，明弘治中今名,
568,242,469,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,187,Temple ID 139654 Location: 盧陵縣西; Founding: 唐代（仁山寺）; Other: 宋代改隆庆院，有五百罗汉堂,
569,242,470,2,940.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,187,Temple ID 139966 Location: 州東; Founding: 南汉（山宗福寺）; Other: 宋初水天寺，元丰中今名,
570,242,471,2,1388.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,187,Temple ID 140515 Location: 威寧州東; Founding: 明洪武二十年,
571,243,472,1,1337.0,,,,18.0,18.0,,,,,,,,,,"from L.Walton: 大明一統志 23.12a; Yu Ji, Daoyuan xuegu lu [Taipei: Huawen Book Company ed. 1912 photocopy], 29.5b-7b; Wei Su, Shuoxuezhai gao 說學齋稿[e-SKQS ed], 2.36a-38a",
572,244,473,1,,,,,18.0,18.0,,,,,,,,9599.0,18784,,
573,245,474,1,,,,,18.0,18.0,,,,,,,,9599.0,5050,,
574,246,475,2,,,,,,18.0,,,,,,,,9599.0,14157,元代釋宗照113209居盤龍寺,
575,246,476,2,713.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,194,Temple ID 139090 Location: 孟縣西; Founding: 唐开元二年,
576,246,477,2,1471.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,194,Temple ID 139091 Location: 懷遠縣鄉水堡; Founding: 明成化七年,
577,246,478,2,1350.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,195,Temple ID 140293 Location: 普寧州東; Founding: 元至正中,
578,247,479,1,1275.0,,,,18.0,18.0,,,,,,,,9599.0,2386,from L.Walton: 大明一統志 82.11b-12a,
579,247,2928,1,1119.0,538.0,1.0,2.0,15.0,,,,,,,,,38278.0,321,,
580,248,480,1,,,,,18.0,18.0,,,,,,,,9599.0,11997,,
581,249,481,1,,,,,18.0,18.0,,,,,,,,9599.0,3766,"from L.Walton: 大明一統志 50.7b; Tianxia, 307; Jiangxi tongzhi, 82.16b",
582,250,482,1,,,,,18.0,18.0,,,,,,,,9599.0,5745,"from L.Walton: 大明一統志 50.7b; Tianxia, 307; Jiangxi tongzhi, 82.16b",
583,251,483,2,,,,,,18.0,,,,,,,,9599.0,14372,元代釋寶嚴113417居玉山普安寺,
584,251,484,2,1300.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,197,Temple ID 139919 Location: 府治東; Founding: 元大德国中,
585,252,485,2,,,,,,18.0,,,,,,,,9599.0,14230,元代釋淨澄113278居五台山普濟寺,
586,252,486,2,1100.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,200,Temple ID 138833 Location: 五臺縣東北南臺頂; Founding: 宋代; Other: 康熙二十二年发帑重建，乾隆十四年重修,
587,252,487,2,634.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,200,Temple ID 138834 Location: 霍州宣化坊; Founding: 唐贞观八年敕建; Other: 一名西福昌寺,
588,252,488,2,634.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,200,Temple ID 138835 Location: 州內宣化坊; Founding: 唐贞观八年; Other: 寺东东福寺,
589,252,489,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,200,Temple ID 138836 Location: 武鄉縣東南; Other: 又名南山寺，有龙爪,
590,252,490,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,200,Temple ID 138837 Location: 澄城縣金沙谷; Other: 初名灵泉寺，宋大观中今名,
591,252,491,2,920.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,200,Temple ID 139497 Location: 定海縣補陀洛迦; Founding: 梁贞明中; Other: 宋代宝花寺，有人洞天福地，康熙二十八年重建。今额雍正九年重修,
592,252,492,2,0.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,200,Temple ID 139768 Location: 天門縣西; Founding: 汉代,
593,252,493,2,1100.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,201,Temple ID 139824 Location: 南漳縣東; Founding: 宋代,
594,252,494,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,201,Temple ID 139969 Location: 嘉禾縣北門外,
595,252,495,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,201,Temple ID 140345 Location: 寧洱縣北,
596,253,496,2,,,,,,18.0,,,,,,,,9599.0,14044,元代釋月林113099居瓊山普明寺,
597,253,497,2,1170.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,202,Temple ID 138830 Location: 南宮縣西南; Founding: 金大定中赐名,
598,253,498,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,202,Temple ID 138831 Location: 州北; Other: 梁大同七年石柱,
599,253,499,2,635.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,203,Temple ID 139450 Location: 錢塘縣西馬; Founding: 唐太宗时; Other: 初名普曜院，后今名，明天顺中赐额,
600,253,500,2,1070.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,203,Temple ID 139930 Location: 黔陽縣城龍標山; Founding: 宋熙宁中; Other: 寺中诸胜,
601,253,501,2,1330.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,203,Temple ID 140245 Location: 瓊山縣城南; Founding: 元文宗; Other: 具名大兴龙普明禅寺,
602,253,502,2,1320.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,203,Temple ID 140528 Location: 正安州東; Founding: 元延祐中,
603,254,503,2,,,,,,18.0,,,,,,,,9599.0,13994,元代釋了性113054居五臺山普寧寺,
604,254,504,2,1755.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,202,Temple ID 138822 Location: 承德府獅子溝; Founding: （乾隆二十年）; Other: 由西藏三摩耶庙制而建,
605,254,505,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,202,Temple ID 138823 Location: 涿州東,
606,254,506,2,68.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,202,Temple ID 138824 Location: 南宮縣舊城; Founding: 汉明帝永平十年; Other: 唐贞观中重修，大耳禅师塔高十余丈，外有定觉寺,
607,254,507,2,375.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,202,Temple ID 138825 Location: 丹徒縣治南; Founding: 晋王珣; Other: 旧名显场，宋祥符中今额,
608,254,508,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,203,Temple ID 139602 Location: 玉山縣治東南; Founding: 唐代,
609,255,509,2,,,,,,18.0,,,,,,,,9599.0,14181,元代釋法聞113232居居大普慶寺,
610,256,510,1,1305.0,,,,18.0,18.0,,,,,,,,,,"from L.Walton: Liu Jiangsun, Yangwu zhai ji [SKQS ed.], 15.21b-25a",
611,257,511,2,,,,,,18.0,,,,,,,,9599.0,14206,元代釋祖瑛113256居吳江普向院,
612,258,512,2,,,,,,18.0,,,,,,,,9599.0,14272,元代釋普喜113318居鎮江普照寺,
613,258,513,2,1410.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,200,Temple ID 138839 Location: 東光縣治西南; Founding: 明永乐中; Other: 旧名铁佛寺,
614,258,514,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,200,Temple ID 138840 Location: 府治西,
615,258,515,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,201,Temple ID 138841 Location: 淄川縣東北; Founding: 唐代; Other: 旧开元寺,
616,258,516,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,201,Temple ID 138842 Location: 府城東北; Other: 古名皇化寺，南燕主慕容行宫,
617,258,517,2,310.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,202,Temple ID 138843 Location: 蘭山縣; Founding: 晋元帝; Other: 王羲之故宅址，唐代开元宋代天宁，对禅寺，金今名,
618,258,518,2,1195.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,202,Temple ID 138844 Location: 單縣治西北; Founding: 金明昌中古渊; Other: 明宣德中重修，赐大藏经,
619,259,519,1,,,,,18.0,18.0,,,,,,,,,,"from L.Walton: Xu Youren, Zhizheng ji [e-SKQS], 70.10b-11a",
620,260,520,1,,,,,18.0,18.0,,,,,,,,,,from L.Walton: 大明一統志 63.14a [cannot find 10.10.2006],
621,261,521,1,,,,,18.0,18.0,,,,,,,,9599.0,12622,,
622,262,522,1,,,,,18.0,18.0,,,,,,,,,,"from L.Walton: Xu Youren, Zhizheng ji [e-SKQS], 72.11b-12a.",
623,263,523,1,1350.0,,,2.0,18.0,18.0,,,,,,,,,,"from L.Walton: 大明一統志 56.10b; Tianxia, 8.35b-38a [Ouyang Xuan inscription]",
624,264,524,2,,,,,,18.0,,,,,,,,9599.0,13975,元代釋茂113035居明州瑞雲山清涼寺,
625,264,525,2,590.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,122,Temple ID 138982 Location: 任縣東臺南鎮; Founding: 隋开皇中,
626,264,526,2,825.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,122,Temple ID 138983 Location: 開州郭村; Founding: 唐太各中洪贞; Other: 州中第一古刹，宋、明屡修造,
627,264,527,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,122,Temple ID 138984 Location: 州西南韓村; Other: 明化万中重建,
628,264,528,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,122,Temple ID 138985 Location: 上元縣石頭山; Other: 明初周王重建，乾隆十六年二十一年二十七年三十年四十五年四十九年巡幸,
629,264,529,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,122,Temple ID 138986 Location: 常熟縣西北; Other: 旧名二峰寺康熙三十八年今额,
630,264,530,2,1190.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,122,Temple ID 138987 Location: 孝義縣寧鄉縣; Founding: 金明昌中; Other: 二寺,
631,264,531,2,1150.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,122,Temple ID 138988 Location: 盂縣慈氏山; Founding: 金太初初,
632,264,532,2,480.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,123,Temple ID 138989 Location: 五臺縣東北; Founding: 后魏孝文帝; Other: 元至元二年重修,
633,264,533,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,123,Temple ID 138990 Location: 靈石縣北; Other: 县北有大云（冷泉）寺,
634,264,534,2,940.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,123,Temple ID 138991 Location: 滕縣，縣西東郭村; Founding: 五代，金大足中修; Other: 有二寺,
635,264,535,2,1475.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,123,Temple ID 138992 Location: 州南門外; Founding: 明成化中; Other: 数百年双桧成圣,
636,264,536,2,1450.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,123,Temple ID 138993 Location: 府城東振頭岡，杞縣城西北文村; Founding: 明景泰一年; Other: 二寺,
637,264,537,2,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,27842.0,123,Temple ID 138994 Location: 膚施縣清涼山; Other: 尸毗的遗迹,
638,264,538,2,600.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,123,Temple ID 139667 Location: 新昌縣南; Founding: 隋代; Other: 唐咸通中智滨驻锡,
639,264,589,2,1300.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,123,Temple ID 140318 Location: 通海縣南秀山; Founding: 元铁牛,
640,265,590,2,,,,,,18.0,,,,,,,,9599.0,14387,元代釋達益巴113432居大都慶壽寺,
641,265,591,2,800.0,0.0,0.0,2.0,0.0,20.0,,,,,,,,27842.0,49,Temple ID 139380 Location: 州西; Founding: 唐代; Other: 俗名大佛寺,
642,266,592,1,1301.0,,,,18.0,18.0,,,,,,,,,,"from L.Walton: Cheng Jufu, 12.11a-12a (1304); Tianxia, 7.26b-28a, has this inscription under Shilin 石林 Academy [maybe this was a later name, since no Qingtian listed here under Jinxi county?]",
643,266,3779,1,1169.0,543.0,5.0,2.0,15.0,,,,,,,,,38278.0,305,"多个出處:宋代書院與宋代學術之關係P305;江西古代書院研究P107,220,226;元代書院之地理分佈P368.",
644,267,593,1,,,,,18.0,18.0,,,,,,,,,,"from L.Walton: Zhao Wen 趙文, Qingshan ji 青山集 [e-SKQS ed], 3.4b-7a",
645,267,3123,1,1146.0,585.0,16.0,2.0,78.0,,,,,,,,,,,,
646,267,3556,1,1300.0,625.0,4.0,2.0,18.0,,,,,,,,,38280.0,388,,
647,268,594,1,,,,,18.0,18.0,,,,,,,,9599.0,3750,,
648,268,3440,1,1269.0,558.0,5.0,2.0,15.0,,,,,,,,,38278.0,315,多个出處:宋代書院與宋代學術之關係P315;元代書院之地理分佈P377;中國古代的書院制度P28.,
649,268,3761,1,1075.0,573.0,5.0,2.0,78.0,,,,,,,,,38278.0,324,,
650,269,595,1,,,,,18.0,18.0,,,,,,,,9599.0,10552,,
651,269,3292,1,1215.0,608.0,8.0,0.0,17.0,,,,,,,,,38277.0,14;36,"多个出處:中國古代書院發展史P14,36;宋代書院與宋代學術之關係P334;中國古代的書院制度P28.",
652,270,596,1,1350.0,,,2.0,18.0,18.0,,,,,,,,9599.0,13589,"from L.Walton: 大明一統志, 9.5b; Shu Di 舒頔 [1304-77], Zhensuzhai ji 真素齋集 [1838 Zhensuzhai jia zangshu ed.], 2.3a-4a [""Preface on Sending Off Hea大明一統志aster Dai to Pure Loyalty Academy""].",
